学号,学期,学院,专业,互评成绩,综测成绩,GPA,GPA排名,综测排名,专业人数
202300053,2025-2026-1,汽车工程学院,车辆工程,74.8,94.2,3.82,33,33,136
202300053,2025-2026-2,汽车工程学院,车辆工程,80.0,87.3,3.57,43,43,136
202300054,2023-2024-1,汽车工程学院,车辆工程,75.2,86.7,3.76,6,6,136
202300054,2023-2024-2,汽车工程学院,车辆工程,85.5,79.1,3.08,81,81,136
202300054,2024-2025-1,汽车工程学院,车辆工程,90.1,90.3,3.95,92,92,136
202300054,2024-2025-2,汽车工程学院,车辆工程,77.6,91.5,3.15,102,102,136
202300054,2025-2026-1,汽车工程学院,车辆工程,78.0,80.7,3.85,63,63,136
202300054,2025-2026-2,汽车工程学院,车辆工程,81.1,83.6,3.2,51,51,136
202300055,2023-2024-1,汽车工程学院,车辆工程,85.5,95.8,3.98,8,8,136
202300055,2023-2024-2,汽车工程学院,车辆工程,88.3,76.0,3.84,16,16,136
202300055,2024-2025-1,汽车工程学院,车辆工程,78.0,69.2,3.98,52,52,136
202300055,2024-2025-2,汽车工程学院,车辆工程,86.8,73.4,3.72,55,55,136
202300055,2025-2026-1,汽车工程学院,车辆工程,94.7,71.2,2.96,86,86,136
202300055,2025-2026-2,汽车工程学院,车辆工程,91.5,92.3,3.87,35,35,136
202300056,2023-2024-1,汽车工程学院,车辆工程,77.5,69.7,2.92,28,28,136
202300056,2023-2024-2,汽车工程学院,车辆工程,89.4,68.0,3.12,35,35,136
202300056,2024-2025-1,汽车工程学院,车辆工程,94.8,92.8,3.89,6,6,136
202300056,2024-2025-2,汽车工程学院,车辆工程,90.0,91.1,3.05,81,81,136
202300056,2025-2026-1,汽车工程学院,车辆工程,82.1,72.7,3.14,18,18,136
202300056,2025-2026-2,汽车工程学院,车辆工程,70.1,87.4,3.98,124,124,136
202300057,2023-2024-1,汽车工程学院,车辆工程,81.3,80.2,3.39,126,126,136
202300057,2023-2024-2,汽车工程学院,车辆工程,70.0,94.4,3.17,15,15,136
202300057,2024-2025-1,汽车工程学院,车辆工程,92.7,95.4,3.42,30,30,136
202300057,2024-2025-2,汽车工程学院,车辆工程,74.1,81.1,3.71,79,79,136
202300057,2025-2026-1,汽车工程学院,车辆工程,71.8,91.8,3.74,68,68,136
202300057,2025-2026-2,汽车工程学院,车辆工程,75.7,82.4,2.89,115,115,136
202300058,2023-2024-1,汽车工程学院,车辆工程,81.3,79.0,3.86,86,86,136
202300058,2023-2024-2,汽车工程学院,车辆工程,74.7,95.0,2.75,75,75,136
202300058,2024-2025-1,汽车工程学院,车辆工程,86.4,92.9,2.75,26,26,136
202300058,2024-2025-2,汽车工程学院,车辆工程,71.0,72.8,3.92,130,130,136
202300058,2025-2026-1,汽车工程学院,车辆工程,85.1,84.3,3.77,44,44,136
202300058,2025-2026-2,汽车工程学院,车辆工程,91.8,93.3,3.83,107,107,136
202300059,2023-2024-1,汽车工程学院,车辆工程,89.6,90.9,3.59,48,48,136
202300059,2023-2024-2,汽车工程学院,车辆工程,92.9,73.7,3.73,97,97,136
202300059,2024-2025-1,汽车工程学院,车辆工程,90.2,71.7,2.78,48,48,136
202300059,2024-2025-2,汽车工程学院,车辆工程,79.1,71.2,3.57,61,61,136
202300059,2025-2026-1,汽车工程学院,车辆工程,74.6,85.8,3.95,12,12,136
202300059,2025-2026-2,汽车工程学院,车辆工程,85.8,83.6,3.4,126,126,136
202300060,2023-2024-1,汽车工程学院,车辆工程,81.2,79.4,3.66,41,41,136
202300060,2023-2024-2,汽车工程学院,车辆工程,75.8,79.1,3.17,117,117,136
202300060,2024-2025-1,汽车工程学院,车辆工程,87.9,81.0,3.69,98,98,136
202300060,2024-2025-2,汽车工程学院,车辆工程,79.9,82.8,2.96,131,131,136
202300060,2025-2026-1,汽车工程学院,车辆工程,79.0,77.2,3.85,12,12,136
202300060,2025-2026-2,汽车工程学院,车辆工程,80.8,69.9,3.39,50,50,136
202300061,2023-2024-1,汽车工程学院,车辆工程,74.8,71.3,3.99,97,97,136
202300061,2023-2024-2,汽车工程学院,车辆工程,79.4,79.1,2.95,6,6,136
202300061,2024-2025-1,汽车工程学院,车辆工程,83.2,82.9,2.79,94,94,136
202300061,2024-2025-2,汽车工程学院,车辆工程,86.9,95.2,2.85,66,66,136
202300061,2025-2026-1,汽车工程学院,车辆工程,86.0,86.7,2.71,47,47,136
202300061,2025-2026-2,汽车工程学院,车辆工程,72.7,84.6,3.84,129,129,136
202300062,2023-2024-1,汽车工程学院,车辆工程,91.7,87.3,3.25,129,129,136
202300062,2023-2024-2,汽车工程学院,车辆工程,71.7,93.9,3.49,106,106,136
202300062,2024-2025-1,汽车工程学院,车辆工程,73.4,87.9,3.45,113,113,136
202300062,2024-2025-2,汽车工程学院,车辆工程,72.8,73.9,3.12,97,97,136
202300062,2025-2026-1,汽车工程学院,车辆工程,89.4,93.4,2.92,8,8,136
202300062,2025-2026-2,汽车工程学院,车辆工程,80.3,81.7,3.25,102,102,136
202300063,2023-2024-1,汽车工程学院,车辆工程,70.6,84.8,3.07,64,64,136
202300063,2023-2024-2,汽车工程学院,车辆工程,77.5,73.9,3.91,132,132,136
202300063,2024-2025-1,汽车工程学院,车辆工程,74.5,77.6,2.99,30,30,136
202300063,2024-2025-2,汽车工程学院,车辆工程,73.2,94.2,2.8,100,100,136
202300063,2025-2026-1,汽车工程学院,车辆工程,81.6,75.3,3.13,65,65,136
202300063,2025-2026-2,汽车工程学院,车辆工程,71.9,90.8,3.18,95,95,136
202300064,2023-2024-1,汽车工程学院,车辆工程,87.7,93.3,3.47,131,131,136
202300064,2023-2024-2,汽车工程学院,车辆工程,84.2,85.4,3.13,101,101,136
202300064,2024-2025-1,汽车工程学院,车辆工程,77.6,86.1,2.9,130,130,136
202300064,2024-2025-2,汽车工程学院,车辆工程,87.9,81.1,3.36,69,69,136
202300064,2025-2026-1,汽车工程学院,车辆工程,79.7,93.1,3.35,109,109,136
202300064,2025-2026-2,汽车工程学院,车辆工程,74.8,81.4,3.77,101,101,136
202300065,2023-2024-1,汽车工程学院,车辆工程,86.5,86.6,2.84,128,128,136
202300065,2023-2024-2,汽车工程学院,车辆工程,87.2,72.6,3.91,12,12,136
202300065,2024-2025-1,汽车工程学院,车辆工程,91.7,95.1,3.66,101,101,136
202300065,2024-2025-2,汽车工程学院,车辆工程,85.3,80.5,3.87,51,51,136
202300065,2025-2026-1,汽车工程学院,车辆工程,80.8,86.3,2.75,95,95,136
202300065,2025-2026-2,汽车工程学院,车辆工程,85.5,86.4,2.94,17,17,136
202300066,2023-2024-1,汽车工程学院,车辆工程,85.9,69.3,3.96,26,26,136
202300066,2023-2024-2,汽车工程学院,车辆工程,82.9,82.1,3.9,83,83,136
202300066,2024-2025-1,汽车工程学院,车辆工程,71.2,82.1,3.68,20,20,136
202300066,2024-2025-2,汽车工程学院,车辆工程,88.5,75.4,3.08,119,119,136
202300066,2025-2026-1,汽车工程学院,车辆工程,91.8,78.8,3.62,92,92,136
202300066,2025-2026-2,汽车工程学院,车辆工程,74.6,68.3,3.74,94,94,136
202300067,2023-2024-1,汽车工程学院,车辆工程,90.8,79.4,3.25,44,44,136
202300067,2023-2024-2,汽车工程学院,车辆工程,88.4,77.7,3.32,86,86,136
202300067,2024-2025-1,汽车工程学院,车辆工程,83.0,90.2,3.58,59,59,136
202300067,2024-2025-2,汽车工程学院,车辆工程,91.2,78.8,3.61,104,104,136
202300067,2025-2026-1,汽车工程学院,车辆工程,78.6,70.8,3.04,26,26,136
202300067,2025-2026-2,汽车工程学院,车辆工程,88.4,71.8,2.9,136,136,136
202300068,2023-2024-1,汽车工程学院,车辆工程,74.7,74.6,3.11,51,51,136
202300068,2023-2024-2,汽车工程学院,车辆工程,89.0,91.8,3.81,79,79,136
202300068,2024-2025-1,汽车工程学院,车辆工程,71.5,92.1,3.75,104,104,136
202300068,2024-2025-2,汽车工程学院,车辆工程,70.5,78.4,3.54,71,71,136
202300068,2025-2026-1,汽车工程学院,车辆工程,81.7,84.6,3.03,84,84,136
202300068,2025-2026-2,汽车工程学院,车辆工程,79.4,74.0,3.4,40,40,136
202300069,2023-2024-1,汽车工程学院,车辆工程,91.9,70.2,2.89,50,50,136
202300069,2023-2024-2,汽车工程学院,车辆工程,80.1,74.6,2.89,73,73,136
202300069,2024-2025-1,汽车工程学院,车辆工程,72.7,69.3,3.57,40,40,136
202300069,2024-2025-2,汽车工程学院,车辆工程,92.5,77.0,3.91,19,19,136
202300069,2025-2026-1,汽车工程学院,车辆工程,74.7,91.2,3.7,44,44,136
202300069,2025-2026-2,汽车工程学院,车辆工程,79.8,74.3,2.94,60,60,136
202300070,2023-2024-1,汽车工程学院,车辆工程,78.6,78.9,2.84,59,59,136
202300070,2023-2024-2,汽车工程学院,车辆工程,73.0,72.6,3.34,81,81,136
202300070,2024-2025-1,汽车工程学院,车辆工程,77.5,79.2,2.76,130,130,136
202300070,2024-2025-2,汽车工程学院,车辆工程,70.1,86.2,3.58,45,45,136
202300070,2025-2026-1,汽车工程学院,车辆工程,93.4,93.2,2.99,8,8,136
202300070,2025-2026-2,汽车工程学院,车辆工程,85.4,90.8,3.39,105,105,136
202300071,2023-2024-1,汽车工程学院,车辆工程,83.7,92.1,3.41,6,6,136
202300071,2023-2024-2,汽车工程学院,车辆工程,79.8,94.0,3.62,118,118,136
202300071,2024-2025-1,汽车工程学院,车辆工程,71.5,82.3,3.17,99,99,136
202300071,2024-2025-2,汽车工程学院,车辆工程,92.4,73.5,3.41,95,95,136
202300071,2025-2026-1,汽车工程学院,车辆工程,76.6,75.7,3.59,82,82,136
202300071,2025-2026-2,汽车工程学院,车辆工程,91.7,93.2,3.83,75,75,136
202300072,2023-2024-1,汽车工程学院,车辆工程,90.9,68.5,3.46,66,66,136
202300072,2023-2024-2,汽车工程学院,车辆工程,83.6,76.2,2.88,136,136,136
202300072,2024-2025-1,汽车工程学院,车辆工程,74.3,81.3,3.6,53,53,136
202300072,2024-2025-2,汽车工程学院,车辆工程,84.6,88.6,3.76,77,77,136
202300072,2025-2026-1,汽车工程学院,车辆工程,75.5,88.8,3.41,123,123,136
202300072,2025-2026-2,汽车工程学院,车辆工程,71.6,79.2,2.99,82,82,136
202300073,2023-2024-1,汽车工程学院,车辆工程,91.6,91.1,3.51,122,122,136
202300073,2023-2024-2,汽车工程学院,车辆工程,79.0,68.5,3.38,116,116,136
202300073,2024-2025-1,汽车工程学院,车辆工程,78.6,88.7,2.75,88,88,136
202300073,2024-2025-2,汽车工程学院,车辆工程,84.6,90.3,3.77,61,61,136
202300073,2025-2026-1,汽车工程学院,车辆工程,90.3,81.5,3.74,10,10,136
202300073,2025-2026-2,汽车工程学院,车辆工程,78.2,90.9,3.04,77,77,136
202300074,2023-2024-1,汽车工程学院,车辆工程,90.9,69.1,2.97,71,71,136
202300074,2023-2024-2,汽车工程学院,车辆工程,84.2,95.0,3.7,61,61,136
202300074,2024-2025-1,汽车工程学院,车辆工程,70.4,89.7,3.72,51,51,136
202300074,2024-2025-2,汽车工程学院,车辆工程,78.2,87.4,3.2,2,2,136
202300074,2025-2026-1,汽车工程学院,车辆工程,93.4,70.3,2.76,57,57,136
202300074,2025-2026-2,汽车工程学院,车辆工程,71.6,83.0,2.81,113,113,136
202300075,2023-2024-1,汽车工程学院,车辆工程,86.1,74.7,2.84,75,75,136
202300075,2023-2024-2,汽车工程学院,车辆工程,84.6,70.1,3.05,125,125,136
202300075,2024-2025-1,汽车工程学院,车辆工程,79.0,85.7,3.34,50,50,136
202300075,2024-2025-2,汽车工程学院,车辆工程,84.6,69.3,3.48,50,50,136
202300075,2025-2026-1,汽车工程学院,车辆工程,89.6,80.5,2.9,54,54,136
202300075,2025-2026-2,汽车工程学院,车辆工程,77.2,90.6,3.42,24,24,136
202300076,2023-2024-1,汽车工程学院,车辆工程,73.1,86.7,2.78,6,6,136
202300076,2023-2024-2,汽车工程学院,车辆工程,94.3,94.8,3.54,68,68,136
202300076,2024-2025-1,汽车工程学院,车辆工程,74.0,70.7,3.44,62,62,136
202300076,2024-2025-2,汽车工程学院,车辆工程,85.5,85.1,3.93,80,80,136
202300076,2025-2026-1,汽车工程学院,车辆工程,70.5,91.9,3.89,116,116,136
202300076,2025-2026-2,汽车工程学院,车辆工程,88.5,89.9,3.44,120,120,136
202300077,2023-2024-1,汽车工程学院,车辆工程,78.9,89.0,3.2,14,14,136
202300077,2023-2024-2,汽车工程学院,车辆工程,84.0,76.9,3.92,50,50,136
202300077,2024-2025-1,汽车工程学院,车辆工程,83.8,83.7,3.11,96,96,136
202300077,2024-2025-2,汽车工程学院,车辆工程,92.0,68.8,2.76,89,89,136
202300077,2025-2026-1,汽车工程学院,车辆工程,83.9,71.0,2.89,65,65,136
202300077,2025-2026-2,汽车工程学院,车辆工程,90.8,94.9,3.82,61,61,136
202300078,2023-2024-1,汽车工程学院,车辆工程,73.1,84.7,3.87,67,67,136
202300078,2023-2024-2,汽车工程学院,车辆工程,77.7,94.4,3.89,70,70,136
202300078,2024-2025-1,汽车工程学院,车辆工程,77.5,90.0,3.01,84,84,136
202300078,2024-2025-2,汽车工程学院,车辆工程,70.3,93.1,3.46,61,61,136
202300078,2025-2026-1,汽车工程学院,车辆工程,88.6,88.7,3.01,124,124,136
202300078,2025-2026-2,汽车工程学院,车辆工程,83.4,90.5,2.95,69,69,136
202300079,2023-2024-1,汽车工程学院,车辆工程,92.9,77.7,3.82,115,115,136
202300079,2023-2024-2,汽车工程学院,车辆工程,73.2,87.3,2.88,63,63,136
202300079,2024-2025-1,汽车工程学院,车辆工程,80.4,71.9,3.09,120,120,136
202300079,2024-2025-2,汽车工程学院,车辆工程,91.8,94.7,3.69,36,36,136
202300079,2025-2026-1,汽车工程学院,车辆工程,73.8,80.3,3.56,17,17,136
202300079,2025-2026-2,汽车工程学院,车辆工程,87.0,71.2,3.75,37,37,136
202300080,2023-2024-1,汽车工程学院,车辆工程,70.9,71.9,3.71,110,110,136
202300080,2023-2024-2,汽车工程学院,车辆工程,85.6,86.6,2.74,77,77,136
202300080,2024-2025-1,汽车工程学院,车辆工程,72.8,94.1,3.06,37,37,136
202300080,2024-2025-2,汽车工程学院,车辆工程,87.5,89.7,3.77,11,11,136
202300080,2025-2026-1,汽车工程学院,车辆工程,86.3,93.6,2.72,87,87,136
202300080,2025-2026-2,汽车工程学院,车辆工程,77.1,95.0,2.94,14,14,136
202300081,2023-2024-1,汽车工程学院,车辆工程,86.3,76.0,3.19,53,53,136
202300081,2023-2024-2,汽车工程学院,车辆工程,72.8,73.7,3.48,51,51,136
202300081,2024-2025-1,汽车工程学院,车辆工程,78.2,85.1,3.71,71,71,136
202300081,2024-2025-2,汽车工程学院,车辆工程,92.8,90.8,3.7,70,70,136
202300081,2025-2026-1,汽车工程学院,车辆工程,76.4,72.7,3.44,61,61,136
202300081,2025-2026-2,汽车工程学院,车辆工程,85.7,89.0,3.87,48,48,136
202300082,2023-2024-1,汽车工程学院,车辆工程,80.8,91.9,3.23,122,122,136
202300082,2023-2024-2,汽车工程学院,车辆工程,92.6,71.0,3.81,39,39,136
202300082,2024-2025-1,汽车工程学院,车辆工程,87.3,70.5,3.03,11,11,136
202300082,2024-2025-2,汽车工程学院,车辆工程,87.2,93.4,3.27,43,43,136
202300082,2025-2026-1,汽车工程学院,车辆工程,78.1,84.4,3.63,123,123,136
202300082,2025-2026-2,汽车工程学院,车辆工程,71.8,75.0,3.82,121,121,136
202300083,2023-2024-1,汽车工程学院,车辆工程,91.4,74.1,3.68,42,42,136
202300083,2023-2024-2,汽车工程学院,车辆工程,82.0,71.6,3.95,80,80,136
202300083,2024-2025-1,汽车工程学院,车辆工程,75.9,91.1,3.0,89,89,136
202300083,2024-2025-2,汽车工程学院,车辆工程,82.3,95.0,3.44,14,14,136
202300083,2025-2026-1,汽车工程学院,车辆工程,75.3,74.8,3.19,86,86,136
202300083,2025-2026-2,汽车工程学院,车辆工程,71.5,77.2,3.09,26,26,136
202300084,2023-2024-1,汽车工程学院,车辆工程,88.4,83.2,3.35,134,134,136
202300084,2023-2024-2,汽车工程学院,车辆工程,91.8,71.5,3.76,32,32,136
202300084,2024-2025-1,汽车工程学院,车辆工程,84.7,77.5,2.86,16,16,136
202300084,2024-2025-2,汽车工程学院,车辆工程,83.6,78.4,2.97,2,2,136
202300084,2025-2026-1,汽车工程学院,车辆工程,77.5,76.2,3.27,13,13,136
202300084,2025-2026-2,汽车工程学院,车辆工程,87.8,95.7,3.86,35,35,136
202300085,2023-2024-1,汽车工程学院,车辆工程,74.1,94.0,3.96,20,20,136
202300085,2023-2024-2,汽车工程学院,车辆工程,89.3,86.3,2.71,112,112,136
202300085,2024-2025-1,汽车工程学院,车辆工程,74.2,82.5,3.92,124,124,136
202300085,2024-2025-2,汽车工程学院,车辆工程,84.5,78.3,3.71,39,39,136
202300085,2025-2026-1,汽车工程学院,车辆工程,84.8,95.8,3.68,48,48,136
202300085,2025-2026-2,汽车工程学院,车辆工程,77.0,74.5,3.56,66,66,136
202300086,2023-2024-1,汽车工程学院,车辆工程,75.3,85.8,3.66,41,41,136
202300086,2023-2024-2,汽车工程学院,车辆工程,95.0,79.1,3.33,93,93,136
202300086,2024-2025-1,汽车工程学院,车辆工程,78.8,81.7,2.81,61,61,136
202300086,2024-2025-2,汽车工程学院,车辆工程,74.8,74.9,3.03,27,27,136
202300086,2025-2026-1,汽车工程学院,车辆工程,79.9,92.7,3.28,88,88,136
202300086,2025-2026-2,汽车工程学院,车辆工程,83.2,72.5,3.9,115,115,136
202300087,2023-2024-1,汽车工程学院,车辆工程,94.7,88.1,2.84,68,68,136
202300087,2023-2024-2,汽车工程学院,车辆工程,76.4,90.7,3.34,78,78,136
202300087,2024-2025-1,汽车工程学院,车辆工程,90.1,83.4,3.64,85,85,136
202300087,2024-2025-2,汽车工程学院,车辆工程,73.3,74.1,2.99,108,108,136
202300087,2025-2026-1,汽车工程学院,车辆工程,86.5,77.4,3.69,109,109,136
202300087,2025-2026-2,汽车工程学院,车辆工程,93.2,69.4,3.54,54,54,136
202300088,2023-2024-1,汽车工程学院,车辆工程,75.5,88.7,3.43,93,93,136
202300088,2023-2024-2,汽车工程学院,车辆工程,91.6,92.4,3.44,24,24,136
202300088,2024-2025-1,汽车工程学院,车辆工程,81.1,68.4,3.4,79,79,136
202300088,2024-2025-2,汽车工程学院,车辆工程,75.7,87.1,2.9,46,46,136
202300088,2025-2026-1,汽车工程学院,车辆工程,92.4,87.8,3.15,108,108,136
202300088,2025-2026-2,汽车工程学院,车辆工程,77.4,88.2,3.7,17,17,136
202300089,2023-2024-1,汽车工程学院,车辆工程,76.6,86.9,3.14,95,95,136
202300089,2023-2024-2,汽车工程学院,车辆工程,84.5,93.1,3.62,49,49,136
202300089,2024-2025-1,汽车工程学院,车辆工程,70.2,94.4,3.97,114,114,136
202300089,2024-2025-2,汽车工程学院,车辆工程,78.5,85.5,3.38,111,111,136
202300089,2025-2026-1,汽车工程学院,车辆工程,87.2,87.1,3.37,65,65,136
202300089,2025-2026-2,汽车工程学院,车辆工程,94.4,69.7,3.92,39,39,136
202300090,2023-2024-1,汽车工程学院,车辆工程,93.2,76.7,3.49,2,2,136
202300090,2023-2024-2,汽车工程学院,车辆工程,88.1,72.5,2.83,105,105,136
202300090,2024-2025-1,汽车工程学院,车辆工程,81.8,89.0,3.94,103,103,136
202300090,2024-2025-2,汽车工程学院,车辆工程,70.3,82.4,2.99,123,123,136
202300090,2025-2026-1,汽车工程学院,车辆工程,91.3,68.3,3.15,94,94,136
202300090,2025-2026-2,汽车工程学院,车辆工程,77.3,95.6,3.34,110,110,136
202300091,2023-2024-1,汽车工程学院,车辆工程,81.9,73.0,2.93,117,117,136
202300091,2023-2024-2,汽车工程学院,车辆工程,76.9,74.8,3.24,136,136,136
202300091,2024-2025-1,汽车工程学院,车辆工程,89.0,68.5,3.76,44,44,136
202300091,2024-2025-2,汽车工程学院,车辆工程,75.1,77.3,3.9,99,99,136
202300091,2025-2026-1,汽车工程学院,车辆工程,72.9,93.2,2.75,118,118,136
202300091,2025-2026-2,汽车工程学院,车辆工程,81.0,87.7,3.44,75,75,136
202300092,2023-2024-1,汽车工程学院,车辆工程,72.4,87.0,3.91,53,53,136
202300092,2023-2024-2,汽车工程学院,车辆工程,94.0,93.3,3.04,49,49,136
202300092,2024-2025-1,汽车工程学院,车辆工程,93.6,70.8,3.06,134,134,136
202300092,2024-2025-2,汽车工程学院,车辆工程,76.5,85.2,2.75,36,36,136
202300092,2025-2026-1,汽车工程学院,车辆工程,91.4,70.5,3.59,125,125,136
202300092,2025-2026-2,汽车工程学院,车辆工程,88.3,95.5,4.0,68,68,136
202300093,2023-2024-1,汽车工程学院,车辆工程,87.3,84.9,3.59,129,129,136
202300093,2023-2024-2,汽车工程学院,车辆工程,70.3,83.2,3.97,56,56,136
202300093,2024-2025-1,汽车工程学院,车辆工程,71.2,86.3,3.22,3,3,136
202300093,2024-2025-2,汽车工程学院,车辆工程,85.7,91.9,3.5,118,118,136
202300093,2025-2026-1,汽车工程学院,车辆工程,81.9,90.9,3.64,124,124,136
202300093,2025-2026-2,汽车工程学院,车辆工程,83.4,93.2,3.11,100,100,136
202300094,2023-2024-1,汽车工程学院,车辆工程,89.6,84.7,3.19,38,38,136
202300094,2023-2024-2,汽车工程学院,车辆工程,84.8,68.1,3.24,2,2,136
202300094,2024-2025-1,汽车工程学院,车辆工程,94.1,73.6,3.5,129,129,136
202300094,2024-2025-2,汽车工程学院,车辆工程,75.2,88.7,3.52,7,7,136
202300094,2025-2026-1,汽车工程学院,车辆工程,72.4,91.2,3.91,57,57,136
202300094,2025-2026-2,汽车工程学院,车辆工程,89.6,74.3,3.84,30,30,136
202300095,2023-2024-1,汽车工程学院,车辆工程,73.6,80.7,2.8,104,104,136
202300095,2023-2024-2,汽车工程学院,车辆工程,78.9,89.1,3.54,27,27,136
