学号,团队名称,类型,主题,主办单位,开始日期,结束日期,状态,审核人,审核意见
202300100,赴济宁黄河流域实践团,企业实习实践,黄河流域生态考察,威海团市委,2024-07-08,2024-07-21,待审核,,
202300100,赴济宁乡村振兴实践团,校级重点团队,乡村振兴调研,汽车工程学院,2025-07-07,2025-07-16,通过,李文静,佐证材料完整，予以通过
202300101,赴枣庄乡村振兴实践团,校级重点团队,乡村振兴调研,威海团市委,2024-07-10,2024-07-15,待审核,,
202300101,赴临沂社区志愿实践团,返家乡实践,社区志愿服务,校团委,2025-07-04,2025-07-15,通过,李文静,符合认定条件，通过
202300102,赴临沂红色基因实践团,自主实践团队,红色基因传承,威海团市委,2024-07-10,2024-07-27,通过,李文静,材料齐全，同意认定
202300102,赴德州红色基地实践团,院级重点团队,红色基地研学,威海团市委,2025-07-09,2025-07-19,通过,李文静,符合认定条件，通过
202300103,赴日照科技支农实践团,自主实践团队,科技支农帮扶,汽车工程学院,2024-07-10,2024-07-22,通过,李文静,材料齐全，同意认定
202300103,赴淄博乡村振兴实践团,企业实习实践,乡村振兴调研,汽车工程学院,2025-07-08,2025-07-18,通过,李文静,材料齐全，同意认定
202300104,赴潍坊企业走访实践团,企业实习实践,企业走访见习,校团委,2024-07-08,2024-07-27,通过,李文静,材料齐全，同意认定
202300104,赴潍坊关爱留守实践团,企业实习实践,关爱留守儿童,威海团市委,2025-07-09,2025-07-21,通过,李文静,佐证材料完整，予以通过
202300105,赴烟台黄河流域实践团,企业实习实践,黄河流域生态考察,威海团市委,2024-07-10,2024-07-25,通过,李文静,佐证材料完整，予以通过
202300105,赴威海红色基地实践团,自主实践团队,红色基地研学,校团委,2025-07-05,2025-07-19,待审核,,
202300106,赴聊城红色基地实践团,返家乡实践,红色基地研学,校团委,2024-07-03,2024-07-17,通过,李文静,佐证材料完整，予以通过
202300106,赴青岛乡村振兴实践团,院级重点团队,乡村振兴调研,校团委,2025-07-03,2025-07-20,通过,李文静,佐证材料完整，予以通过
202300107,赴泰安黄河流域实践团,院级重点团队,黄河流域生态考察,威海团市委,2024-07-10,2024-07-28,通过,李文静,材料齐全，同意认定
202300107,赴德州海洋生态实践团,返家乡实践,海洋生态保护宣传,校团委,2025-07-09,2025-07-26,通过,李文静,符合认定条件，通过
202300108,赴济南汽车产业实践团,自主实践团队,汽车产业链调研,汽车工程学院,2024-07-09,2024-07-27,通过,李文静,材料齐全，同意认定
202300108,赴淄博红色基地实践团,企业实习实践,红色基地研学,校团委,2025-07-02,2025-07-23,通过,李文静,佐证材料完整，予以通过
202300109,赴潍坊红色基地实践团,院级重点团队,红色基地研学,威海团市委,2024-07-06,2024-07-15,待审核,,
202300109,赴济南红色基因实践团,校级重点团队,红色基因传承,校团委,2025-07-10,2025-07-15,待审核,,
202300110,赴临沂黄河流域实践团,企业实习实践,黄河流域生态考察,校团委,2024-07-02,2024-07-15,通过,李文静,佐证材料完整，予以通过
202300110,赴济宁红色基地实践团,返家乡实践,红色基地研学,汽车工程学院,2025-07-10,2025-07-18,通过,李文静,材料齐全，同意认定
202300111,赴济宁红色基地实践团,校级重点团队,红色基地研学,威海团市委,2024-07-04,2024-07-22,通过,李文静,材料齐全，同意认定
202300111,赴淄博汽车产业实践团,校级重点团队,汽车产业链调研,汽车工程学院,2025-07-05,2025-07-15,通过,李文静,符合认定条件，通过
202300112,赴临沂汽车产业实践团,返家乡实践,汽车产业链调研,校团委,2024-07-07,2024-07-27,通过,李文静,佐证材料完整，予以通过
202300112,赴青岛关爱留守实践团,院级重点团队,关爱留守儿童,汽车工程学院,2025-07-03,2025-07-20,通过,李文静,符合认定条件，通过
202300113,赴淄博企业走访实践团,返家乡实践,企业走访见习,校团委,2024-07-09,2024-07-16,通过,李文静,材料齐全，同意认定
202300113,赴济南红色基因实践团,院级重点团队,红色基因传承,威海团市委,2025-07-09,2025-07-19,通过,李文静,符合认定条件，通过
202300114,赴枣庄乡村振兴实践团,校级重点团队,乡村振兴调研,汽车工程学院,2024-07-04,2024-07-21,通过,李文静,材料齐全，同意认定
202300114,赴烟台科技支农实践团,自主实践团队,科技支农帮扶,校团委,2025-07-06,2025-07-24,通过,李文静,材料齐全，同意认定
202300115,赴济南企业走访实践团,企业实习实践,企业走访见习,汽车工程学院,2024-07-04,2024-07-17,通过,李文静,符合认定条件，通过
202300115,赴日照海洋生态实践团,返家乡实践,海洋生态保护宣传,威海团市委,2025-07-03,2025-07-15,通过,李文静,佐证材料完整，予以通过
202300116,赴德州红色基地实践团,院级重点团队,红色基地研学,威海团市委,2024-07-06,2024-07-20,通过,李文静,符合认定条件，通过
202300116,赴日照海洋生态实践团,校级重点团队,海洋生态保护宣传,汽车工程学院,2025-07-03,2025-07-23,通过,李文静,符合认定条件，通过
202300117,赴枣庄关爱留守实践团,自主实践团队,关爱留守儿童,校团委,2024-07-05,2024-07-26,通过,李文静,材料齐全，同意认定
202300117,赴日照关爱留守实践团,校级重点团队,关爱留守儿童,汽车工程学院,2025-07-01,2025-07-19,待审核,,
202300118,赴青岛关爱留守实践团,自主实践团队,关爱留守儿童,威海团市委,2024-07-05,2024-07-18,通过,李文静,符合认定条件，通过
202300118,赴泰安关爱留守实践团,企业实习实践,关爱留守儿童,威海团市委,2025-07-10,2025-07-18,待审核,,
202300119,赴济南社区志愿实践团,企业实习实践,社区志愿服务,校团委,2024-07-06,2024-07-24,待审核,,
202300119,赴日照红色基因实践团,自主实践团队,红色基因传承,汽车工程学院,2025-07-02,2025-07-24,通过,李文静,佐证材料完整，予以通过
202300120,赴德州科技支农实践团,院级重点团队,科技支农帮扶,汽车工程学院,2024-07-10,2024-07-27,通过,李文静,材料齐全，同意认定
202300120,赴德州海洋生态实践团,校级重点团队,海洋生态保护宣传,汽车工程学院,2025-07-03,2025-07-23,公示中,李文静,材料齐全，同意认定
202300121,赴聊城红色基因实践团,企业实习实践,红色基因传承,威海团市委,2024-07-06,2024-07-18,待审核,,
202300121,赴东营黄河流域实践团,自主实践团队,黄河流域生态考察,汽车工程学院,2025-07-06,2025-07-25,通过,李文静,材料齐全，同意认定
202300122,赴威海汽车产业实践团,返家乡实践,汽车产业链调研,汽车工程学院,2024-07-08,2024-07-24,通过,李文静,佐证材料完整，予以通过
202300122,赴烟台汽车产业实践团,校级重点团队,汽车产业链调研,校团委,2025-07-06,2025-07-19,通过,李文静,符合认定条件，通过
202300123,赴烟台科技支农实践团,校级重点团队,科技支农帮扶,威海团市委,2024-07-06,2024-07-18,通过,李文静,材料齐全，同意认定
202300123,赴临沂黄河流域实践团,返家乡实践,黄河流域生态考察,校团委,2025-07-01,2025-07-19,通过,李文静,符合认定条件，通过
202300124,赴泰安科技支农实践团,院级重点团队,科技支农帮扶,汽车工程学院,2024-07-06,2024-07-15,通过,李文静,佐证材料完整，予以通过
202300124,赴潍坊红色基因实践团,自主实践团队,红色基因传承,汽车工程学院,2025-07-03,2025-07-15,通过,李文静,佐证材料完整，予以通过
202300125,赴青岛关爱留守实践团,院级重点团队,关爱留守儿童,校团委,2024-07-01,2024-07-15,通过,李文静,符合认定条件，通过
202300125,赴东营红色基因实践团,校级重点团队,红色基因传承,汽车工程学院,2025-07-02,2025-07-16,通过,李文静,佐证材料完整，予以通过
202300126,赴东营乡村振兴实践团,自主实践团队,乡村振兴调研,汽车工程学院,2024-07-05,2024-07-21,通过,李文静,材料齐全，同意认定
202300126,赴枣庄社区志愿实践团,校级重点团队,社区志愿服务,汽车工程学院,2025-07-03,2025-07-28,通过,李文静,符合认定条件，通过
202300127,赴烟台乡村振兴实践团,院级重点团队,乡村振兴调研,校团委,2024-07-08,2024-07-18,待审核,,
202300127,赴泰安红色基地实践团,校级重点团队,红色基地研学,威海团市委,2025-07-10,2025-07-15,通过,李文静,佐证材料完整，予以通过
202300128,赴日照汽车产业实践团,返家乡实践,汽车产业链调研,校团委,2024-07-10,2024-07-28,通过,李文静,材料齐全，同意认定
202300128,赴济宁科技支农实践团,自主实践团队,科技支农帮扶,校团委,2025-07-04,2025-07-16,待审核,,
202300129,赴日照社区志愿实践团,自主实践团队,社区志愿服务,校团委,2024-07-08,2024-07-25,通过,李文静,符合认定条件，通过
202300129,赴潍坊乡村振兴实践团,院级重点团队,乡村振兴调研,威海团市委,2025-07-03,2025-07-18,通过,李文静,佐证材料完整，予以通过
202300130,赴德州黄河流域实践团,校级重点团队,黄河流域生态考察,校团委,2024-07-07,2024-07-18,通过,李文静,佐证材料完整，予以通过
202300130,赴临沂红色基因实践团,院级重点团队,红色基因传承,威海团市委,2025-07-01,2025-07-28,通过,李文静,材料齐全，同意认定
202300131,赴泰安汽车产业实践团,企业实习实践,汽车产业链调研,校团委,2024-07-08,2024-07-21,通过,李文静,符合认定条件，通过
202300131,赴泰安关爱留守实践团,校级重点团队,关爱留守儿童,校团委,2025-07-08,2025-07-16,通过,李文静,符合认定条件，通过
202300132,赴泰安乡村振兴实践团,院级重点团队,乡村振兴调研,汽车工程学院,2024-07-01,2024-07-27,通过,李文静,符合认定条件，通过
202300132,赴淄博汽车产业实践团,自主实践团队,汽车产业链调研,汽车工程学院,2025-07-10,2025-07-18,通过,李文静,佐证材料完整，予以通过
202300133,赴临沂红色基因实践团,自主实践团队,红色基因传承,校团委,2024-07-01,2024-07-27,通过,李文静,材料齐全，同意认定
202300133,赴济宁科技支农实践团,自主实践团队,科技支农帮扶,威海团市委,2025-07-09,2025-07-16,待审核,,
202300134,赴日照红色基地实践团,自主实践团队,红色基地研学,汽车工程学院,2024-07-04,2024-07-20,待审核,,
202300134,赴东营黄河流域实践团,返家乡实践,黄河流域生态考察,校团委,2025-07-04,2025-07-26,通过,李文静,佐证材料完整，予以通过
202300135,赴德州社区志愿实践团,自主实践团队,社区志愿服务,威海团市委,2024-07-06,2024-07-18,通过,李文静,材料齐全，同意认定
202300135,赴泰安科技支农实践团,自主实践团队,科技支农帮扶,校团委,2025-07-03,2025-07-27,通过,李文静,佐证材料完整，予以通过
202300136,赴淄博黄河流域实践团,自主实践团队,黄河流域生态考察,汽车工程学院,2024-07-10,2024-07-27,公示中,李文静,符合认定条件，通过
202300136,赴聊城关爱留守实践团,自主实践团队,关爱留守儿童,威海团市委,2025-07-07,2025-07-19,通过,李文静,佐证材料完整，予以通过
202300137,赴济宁关爱留守实践团,自主实践团队,关爱留守儿童,校团委,2024-07-02,2024-07-27,通过,王海燕,佐证材料完整，予以通过
202300137,赴淄博黄河流域实践团,院级重点团队,黄河流域生态考察,威海团市委,2025-07-05,2025-07-15,待审核,,
202300138,赴济南科技支农实践团,返家乡实践,科技支农帮扶,威海团市委,2024-07-09,2024-07-28,通过,王海燕,符合认定条件，通过
202300138,赴德州汽车产业实践团,返家乡实践,汽车产业链调研,汽车工程学院,2025-07-01,2025-07-20,待审核,,
202300139,赴枣庄汽车产业实践团,企业实习实践,汽车产业链调研,校团委,2024-07-09,2024-07-26,通过,王海燕,材料齐全，同意认定
202300139,赴烟台汽车产业实践团,院级重点团队,汽车产业链调研,校团委,2025-07-01,2025-07-15,通过,王海燕,佐证材料完整，予以通过
202300140,赴青岛红色基因实践团,企业实习实践,红色基因传承,威海团市委,2024-07-07,2024-07-25,待审核,,
202300140,赴枣庄红色基地实践团,校级重点团队,红色基地研学,威海团市委,2025-07-04,2025-07-15,通过,王海燕,符合认定条件，通过
202300141,赴德州黄河流域实践团,院级重点团队,黄河流域生态考察,校团委,2024-07-01,2024-07-26,通过,王海燕,佐证材料完整，予以通过
202300141,赴济宁乡村振兴实践团,校级重点团队,乡村振兴调研,校团委,2025-07-10,2025-07-28,通过,王海燕,佐证材料完整，予以通过
