学号,荣誉名称,级别,授予单位,获得日期,状态,审核人,审核意见
202500756,国家励志奖学金,国家级,学校,2026-08-19,驳回,吴敏,时间信息有误，请核对后重新提交
202500757,校三等奖学金,校级,校团委,2026-01-22,通过,吴敏,佐证材料完整，予以通过
202500758,校三等奖学金,校级,学生工作处,2026-07-18,驳回,吴敏,盖章缺失，请重新上传完整材料
202500759,校三好学生,校级,学生工作处,2026-07-11,通过,吴敏,佐证材料完整，予以通过
202500760,优秀共青团干部,校级,校团委,2026-04-26,通过,吴敏,佐证材料完整，予以通过
202500761,校三等奖学金,校级,校团委,2025-09-27,通过,吴敏,佐证材料完整，予以通过
202500762,校优秀学生干部,校级,学校,2025-12-05,通过,吴敏,材料齐全，同意认定
202500763,校一等奖学金,校级,学生工作处,2025-09-25,通过,吴敏,符合认定条件，通过
202500764,国家励志奖学金,国家级,校团委,2025-05-22,驳回,吴敏,材料不完整，请补充佐证后重新提交
202500765,军训优秀学员,院级,学生工作处,2025-01-05,通过,吴敏,材料齐全，同意认定
202500766,社会实践先进个人,校级,学生工作处,2025-04-10,通过,吴敏,符合认定条件，通过
202500767,优秀共青团干部,校级,学校,2026-06-04,通过,吴敏,符合认定条件，通过
202500768,校三好学生,校级,学生工作处,2026-01-06,通过,吴敏,佐证材料完整，予以通过
202500769,校三等奖学金,校级,汽车工程学院,2025-06-24,待审核,,
202500770,校一等奖学金,校级,汽车工程学院,2026-05-04,待审核,,
202500771,校优秀学生干部,校级,汽车工程学院,2025-02-03,通过,吴敏,材料齐全，同意认定
202500772,军训优秀学员,院级,汽车工程学院,2025-11-09,驳回,吴敏,认定依据不足，请补充说明材料
202500773,校园十佳志愿者,校级,校团委,2026-07-09,通过,吴敏,符合认定条件，通过
202500774,校优秀学生干部,校级,校团委,2026-06-05,通过,吴敏,符合认定条件，通过
202500775,优秀共青团员,校级,校团委,2026-06-01,驳回,吴敏,材料不完整，请补充佐证后重新提交
202500776,校二等奖学金,校级,校团委,2026-03-25,通过,吴敏,佐证材料完整，予以通过
202500777,国家奖学金,国家级,校团委,2025-09-12,待审核,,
202500778,国家奖学金,国家级,汽车工程学院,2026-05-20,驳回,吴敏,盖章缺失，请重新上传完整材料
202500779,优秀共青团员,校级,学生工作处,2026-03-19,待审核,,
202500780,国家励志奖学金,国家级,汽车工程学院,2025-05-11,驳回,吴敏,材料不完整，请补充佐证后重新提交
202500781,校二等奖学金,校级,汽车工程学院,2026-05-13,通过,吴敏,材料齐全，同意认定
202500782,校三等奖学金,校级,汽车工程学院,2026-02-01,公示中,吴敏,佐证材料完整，予以通过
202500783,校一等奖学金,校级,学校,2025-07-25,通过,吴敏,材料齐全，同意认定
202500784,校三好学生,校级,汽车工程学院,2026-01-17,待审核,,
202500785,校优秀学生干部,校级,学校,2026-07-05,通过,吴敏,佐证材料完整，予以通过
202500786,校一等奖学金,校级,汽车工程学院,2025-07-05,驳回,吴敏,认定依据不足，请补充说明材料
202500787,国家奖学金,国家级,校团委,2026-03-06,待审核,,
202500788,军训优秀学员,院级,汽车工程学院,2026-07-05,通过,吴敏,符合认定条件，通过
202500789,优秀共青团员,校级,汽车工程学院,2025-12-12,驳回,吴敏,认定依据不足，请补充说明材料
202500790,国家励志奖学金,国家级,校团委,2026-04-01,驳回,吴敏,时间信息有误，请核对后重新提交
202500791,校二等奖学金,校级,汽车工程学院,2026-02-13,待院长审批,吴敏,初审通过，转院长审批
202500792,校园十佳志愿者,校级,学校,2026-03-09,公示中,吴敏,材料齐全，同意认定
202500793,军训优秀学员,院级,学生工作处,2025-03-01,待审核,,
202500794,社会实践先进个人,校级,学生工作处,2025-01-04,通过,吴敏,符合认定条件，通过
202500795,军训优秀学员,院级,汽车工程学院,2025-01-07,通过,吴敏,佐证材料完整，予以通过
202500796,优秀共青团干部,校级,汽车工程学院,2026-07-28,驳回,吴敏,材料不完整，请补充佐证后重新提交
202500797,优秀共青团员,校级,学校,2025-09-23,通过,吴敏,材料齐全，同意认定
202500798,优秀共青团干部,校级,校团委,2026-03-19,通过,吴敏,符合认定条件，通过
202500799,社会实践先进个人,校级,学生工作处,2026-04-11,通过,吴敏,符合认定条件，通过
202500800,校园十佳志愿者,校级,校团委,2026-01-04,驳回,吴敏,盖章缺失，请重新上传完整材料
202500801,校三等奖学金,校级,学生工作处,2025-08-14,驳回,吴敏,时间信息有误，请核对后重新提交
202500802,校三好学生,校级,学生工作处,2026-02-15,待审核,,
202500803,校三好学生,校级,学校,2025-10-11,通过,吴敏,符合认定条件，通过
202500804,优秀共青团干部,校级,汽车工程学院,2025-03-14,通过,吴敏,符合认定条件，通过
202500805,校三好学生,校级,汽车工程学院,2025-03-01,待审核,,
202500806,校三好学生,校级,学校,2026-08-21,驳回,杨光辉,认定依据不足，请补充说明材料
202500807,优秀共青团员,校级,校团委,2025-08-28,通过,杨光辉,佐证材料完整，予以通过
202500808,军训优秀学员,院级,学校,2026-01-03,驳回,杨光辉,认定依据不足，请补充说明材料
202500809,国家奖学金,国家级,校团委,2025-02-08,通过,杨光辉,材料齐全，同意认定
202500810,校一等奖学金,校级,校团委,2026-02-27,通过,杨光辉,符合认定条件，通过
202500811,军训优秀学员,院级,学生工作处,2025-12-27,待审核,,
202500812,校园十佳志愿者,校级,学校,2026-05-04,公示中,杨光辉,符合认定条件，通过
202500813,军训优秀学员,院级,学校,2026-05-06,待审核,,
202500814,校三等奖学金,校级,学校,2025-11-07,待审核,,
202500815,校三好学生,校级,汽车工程学院,2025-07-10,通过,杨光辉,佐证材料完整，予以通过
202500816,校三好学生,校级,学生工作处,2026-05-02,待院长审批,杨光辉,初审通过，转院长审批
202500817,校一等奖学金,校级,汽车工程学院,2025-12-02,待院长审批,杨光辉,初审通过，转院长审批
202500818,校园十佳志愿者,校级,校团委,2026-08-18,驳回,杨光辉,时间信息有误，请核对后重新提交
202500819,校园十佳志愿者,校级,学校,2026-01-04,通过,杨光辉,符合认定条件，通过
202500820,优秀共青团干部,校级,学校,2025-01-22,通过,杨光辉,佐证材料完整，予以通过
202500821,校一等奖学金,校级,汽车工程学院,2025-02-21,通过,杨光辉,材料齐全，同意认定
202500822,优秀共青团员,校级,汽车工程学院,2025-02-10,公示中,杨光辉,材料齐全，同意认定
202500823,社会实践先进个人,校级,汽车工程学院,2026-08-07,驳回,杨光辉,盖章缺失，请重新上传完整材料
202500824,优秀共青团员,校级,学校,2025-10-12,通过,杨光辉,符合认定条件，通过
202500825,校园十佳志愿者,校级,汽车工程学院,2025-12-07,待审核,,
202500826,校三等奖学金,校级,校团委,2025-11-18,通过,杨光辉,佐证材料完整，予以通过
202500827,校园十佳志愿者,校级,学生工作处,2025-02-22,通过,杨光辉,佐证材料完整，予以通过
202500828,国家励志奖学金,国家级,校团委,2025-10-12,驳回,杨光辉,认定依据不足，请补充说明材料
202500829,优秀共青团干部,校级,学生工作处,2025-07-04,待审核,,
202500830,社会实践先进个人,校级,汽车工程学院,2025-12-09,通过,杨光辉,符合认定条件，通过
202500831,国家奖学金,国家级,汽车工程学院,2026-01-16,通过,杨光辉,材料齐全，同意认定
202500832,优秀共青团干部,校级,汽车工程学院,2025-11-04,通过,杨光辉,材料齐全，同意认定
202500833,校一等奖学金,校级,学生工作处,2026-04-09,通过,杨光辉,符合认定条件，通过
202500834,校园十佳志愿者,校级,校团委,2025-06-13,通过,杨光辉,材料齐全，同意认定
202500835,校三好学生,校级,汽车工程学院,2026-06-19,通过,杨光辉,符合认定条件，通过
202500836,社会实践先进个人,校级,学生工作处,2025-01-08,通过,杨光辉,符合认定条件，通过
202500837,校园十佳志愿者,校级,学生工作处,2026-08-12,驳回,杨光辉,认定依据不足，请补充说明材料
202500838,校三好学生,校级,校团委,2026-08-16,通过,杨光辉,符合认定条件，通过
202500839,优秀共青团干部,校级,学生工作处,2026-02-18,通过,杨光辉,材料齐全，同意认定
202500840,军训优秀学员,院级,学校,2025-05-08,驳回,杨光辉,时间信息有误，请核对后重新提交
202500841,社会实践先进个人,校级,学校,2025-08-12,待审核,,
202500842,军训优秀学员,院级,学生工作处,2025-12-12,驳回,杨光辉,盖章缺失，请重新上传完整材料
202500843,校三等奖学金,校级,汽车工程学院,2026-08-12,驳回,杨光辉,时间信息有误，请核对后重新提交
202500844,优秀共青团员,校级,汽车工程学院,2026-08-17,驳回,杨光辉,认定依据不足，请补充说明材料
202500845,校三好学生,校级,学生工作处,2025-08-13,通过,杨光辉,材料齐全，同意认定
202500846,国家奖学金,国家级,学校,2026-05-17,驳回,杨光辉,盖章缺失，请重新上传完整材料
202500847,优秀共青团干部,校级,学生工作处,2025-02-15,通过,杨光辉,符合认定条件，通过
202500848,校园十佳志愿者,校级,校团委,2026-07-02,待审核,,
202500849,军训优秀学员,院级,校团委,2025-09-02,驳回,杨光辉,认定依据不足，请补充说明材料
202500850,校二等奖学金,校级,学生工作处,2025-06-28,待审核,,
202500851,校园十佳志愿者,校级,学校,2026-06-15,驳回,杨光辉,材料不完整，请补充佐证后重新提交
202500852,国家励志奖学金,国家级,学校,2026-08-07,通过,杨光辉,佐证材料完整，予以通过
202500853,校一等奖学金,校级,校团委,2025-03-02,通过,杨光辉,符合认定条件，通过
202500854,优秀共青团干部,校级,汽车工程学院,2026-07-11,通过,杨光辉,佐证材料完整，予以通过
202500855,校三等奖学金,校级,学校,2026-04-04,驳回,杨光辉,认定依据不足，请补充说明材料
202500856,校优秀学生干部,校级,学校,2025-01-08,待审核,,
202500857,校优秀学生干部,校级,汽车工程学院,2026-04-01,通过,杨光辉,符合认定条件，通过
202500858,校一等奖学金,校级,校团委,2025-10-19,通过,杨光辉,符合认定条件，通过
202500859,社会实践先进个人,校级,校团委,2025-06-08,驳回,杨光辉,盖章缺失，请重新上传完整材料
202500860,优秀共青团员,校级,学校,2025-11-11,待审核,,
202500861,国家奖学金,国家级,学校,2026-07-10,待院长审批,杨光辉,初审通过，转院长审批
202500862,校三好学生,校级,校团委,2026-01-16,驳回,杨光辉,时间信息有误，请核对后重新提交
202500863,军训优秀学员,院级,学校,2025-12-06,待院长审批,杨光辉,初审通过，转院长审批
202500864,校三等奖学金,校级,学生工作处,2026-08-09,通过,杨光辉,材料齐全，同意认定
202500865,校优秀学生干部,校级,学校,2026-06-16,通过,杨光辉,佐证材料完整，予以通过
202500866,校园十佳志愿者,校级,学生工作处,2025-02-10,通过,杨光辉,符合认定条件，通过
202500867,优秀共青团员,校级,校团委,2025-03-13,待审核,,
202500868,国家励志奖学金,国家级,学校,2026-04-12,通过,杨光辉,符合认定条件，通过
202500869,社会实践先进个人,校级,学校,2026-03-02,通过,杨光辉,符合认定条件，通过
202500870,社会实践先进个人,校级,汽车工程学院,2025-04-16,驳回,杨光辉,盖章缺失，请重新上传完整材料
202500871,校三等奖学金,校级,汽车工程学院,2025-01-24,通过,蒋明辉,材料齐全，同意认定
202500872,优秀共青团员,校级,学生工作处,2025-10-28,待审核,,
202500873,军训优秀学员,院级,校团委,2025-09-18,驳回,蒋明辉,材料不完整，请补充佐证后重新提交
202500874,校二等奖学金,校级,学生工作处,2026-06-02,驳回,蒋明辉,盖章缺失，请重新上传完整材料
202500875,校三好学生,校级,学校,2026-01-27,通过,蒋明辉,佐证材料完整，予以通过
202500876,校三等奖学金,校级,校团委,2026-03-13,通过,蒋明辉,符合认定条件，通过
202500877,校二等奖学金,校级,学校,2025-01-06,驳回,蒋明辉,认定依据不足，请补充说明材料
202500878,国家奖学金,国家级,校团委,2025-06-07,驳回,蒋明辉,认定依据不足，请补充说明材料
202500879,校园十佳志愿者,校级,学校,2025-09-22,通过,蒋明辉,材料齐全，同意认定
202500880,校二等奖学金,校级,学生工作处,2025-12-04,通过,蒋明辉,符合认定条件，通过
202500881,优秀共青团员,校级,校团委,2026-04-28,通过,蒋明辉,材料齐全，同意认定
202500882,优秀共青团员,校级,汽车工程学院,2025-06-06,驳回,蒋明辉,盖章缺失，请重新上传完整材料
202500883,校三好学生,校级,汽车工程学院,2025-11-18,通过,蒋明辉,符合认定条件，通过
202500884,校优秀学生干部,校级,学校,2025-10-04,驳回,蒋明辉,时间信息有误，请核对后重新提交
202500885,校园十佳志愿者,校级,学校,2025-07-17,通过,蒋明辉,材料齐全，同意认定
202500886,国家励志奖学金,国家级,学生工作处,2025-05-04,驳回,蒋明辉,时间信息有误，请核对后重新提交
202500887,校一等奖学金,校级,校团委,2026-06-02,待审核,,
202500888,校一等奖学金,校级,校团委,2025-09-09,待审核,,
202500889,校一等奖学金,校级,学校,2025-02-18,通过,蒋明辉,符合认定条件，通过
202500890,社会实践先进个人,校级,学校,2025-04-27,待院长审批,蒋明辉,初审通过，转院长审批
202500891,校园十佳志愿者,校级,汽车工程学院,2025-10-05,待院长审批,蒋明辉,初审通过，转院长审批
202500892,优秀共青团干部,校级,汽车工程学院,2026-02-17,公示中,蒋明辉,佐证材料完整，予以通过
202500893,军训优秀学员,院级,校团委,2026-01-25,驳回,蒋明辉,时间信息有误，请核对后重新提交
202500894,国家励志奖学金,国家级,学生工作处,2026-08-06,通过,蒋明辉,佐证材料完整，予以通过
202500895,国家奖学金,国家级,学校,2026-07-17,通过,蒋明辉,材料齐全，同意认定
202500896,国家奖学金,国家级,校团委,2026-07-05,通过,蒋明辉,材料齐全，同意认定
202500897,校一等奖学金,校级,汽车工程学院,2025-04-16,通过,蒋明辉,符合认定条件，通过
202500898,国家奖学金,国家级,学生工作处,2026-01-22,通过,蒋明辉,佐证材料完整，予以通过
202500899,军训优秀学员,院级,学生工作处,2026-06-10,待审核,,
202500900,优秀共青团员,校级,学生工作处,2026-06-24,待院长审批,蒋明辉,初审通过，转院长审批
